	Emu_protein	Hmi_protein	Mco_protein
OG0003470	EmuJ_000608600.1	HmN_000012900.1	MCOS_0000143201-mRNA-1
OG0003471	EmuJ_000608700.1	HmN_000013000.1	MCOS_0000326501-mRNA-1
OG0003472	EmuJ_000608800.1	HmN_000013200.1	MCOS_0000378201-mRNA-1
OG0003473	EmuJ_000609300.1	HmN_000013500.1	MCOS_0000288701-mRNA-1
OG0003474	EmuJ_000609400.1	HmN_000013600.1	MCOS_0000784101-mRNA-1
OG0003475	EmuJ_000609600.1	HmN_000013800.1	MCOS_0000784401-mRNA-1
OG0003476	EmuJ_000609800.1	HmN_000791500.1	MCOS_0000784501-mRNA-1
OG0003477	EmuJ_000610000.1	HmN_002162100.1	MCOS_0000385201-mRNA-1
OG0003478	EmuJ_000610100.1	HmN_002162000.1	MCOS_0000147301-mRNA-1
OG0003479	EmuJ_000610200.1	HmN_000444800.1	MCOS_0000147401-mRNA-1
OG0003480	EmuJ_000610400.1	HmN_000444600.1	MCOS_0000147501-mRNA-1
OG0003481	EmuJ_000610500.1	HmN_000444500.1	MCOS_0000147601-mRNA-1
OG0003482	EmuJ_000610600.1	HmN_000014800.1	MCOS_0000008001-mRNA-1
OG0003483	EmuJ_000610700.1	HmN_000014700.1	MCOS_0000007901-mRNA-1
OG0003484	EmuJ_000610900.1	HmN_000014600.1	MCOS_0000007801-mRNA-1
OG0003485	EmuJ_000611300.1	HmN_000014300.1	MCOS_0000007601-mRNA-1
OG0003486	EmuJ_000611400.1	HmN_002059200.1	MCOS_0000007501-mRNA-1
OG0003487	EmuJ_000611700.1, EmuJ_001073250.1		MCOS_0000007401-mRNA-1
OG0003488	EmuJ_000612000.1	HmN_000657900.1	MCOS_0000007201-mRNA-1
OG0003489	EmuJ_000612200.1	HmN_000657600.1	MCOS_0000007101-mRNA-1
OG0003490	EmuJ_000612300.1	HmN_000657500.1	MCOS_0000783901-mRNA-1
OG0003491	EmuJ_000612400.1	HmN_000657300.1	MCOS_0000783801-mRNA-1
OG0003492	EmuJ_000612500.1	HmN_000657200.1	MCOS_0000783701-mRNA-1
OG0003493	EmuJ_000612700.1	HmN_002191800.1	MCOS_0000783501-mRNA-1
OG0003494	EmuJ_000613500.1	HmN_000656500.1	MCOS_0000783201-mRNA-1
OG0003495	EmuJ_000613800.1	HmN_000656300.1	MCOS_0000783001-mRNA-1
OG0003496	EmuJ_000613900.1	HmN_000656200.1	MCOS_0000782901-mRNA-1
OG0003497	EmuJ_000613950.1	HmN_000656100.1	MCOS_0000713801-mRNA-1
OG0003498	EmuJ_000614000.1	HmN_000655800.1	MCOS_0000713701-mRNA-1
OG0003499	EmuJ_000614400.1	HmN_000655600.1	MCOS_0000713501-mRNA-1
OG0003500	EmuJ_000614700.1	HmN_000655400.1	MCOS_0000713301-mRNA-1
OG0003501	EmuJ_000615400.1	HmN_000654600.1	MCOS_0000448901-mRNA-1
OG0003502	EmuJ_000615700.1	HmN_000654500.1	MCOS_0001029001-mRNA-1
OG0003503	EmuJ_000615800.1	HmN_000654400.1	MCOS_0001029101-mRNA-1
OG0003504	EmuJ_000616000.1	HmN_000791400.1	MCOS_0000814401-mRNA-1
OG0003505	EmuJ_000616100.1	HmN_000791700.1	MCOS_0000814901-mRNA-1
OG0003506	EmuJ_000616200.1	HmN_000791750.1	MCOS_0000815001-mRNA-1
OG0003507	EmuJ_000616300.1	HmN_000791900.1	MCOS_0000815101-mRNA-1
OG0003508	EmuJ_000616500.1	HmN_000792000.1	MCOS_0000815401-mRNA-1
OG0003509	EmuJ_000616600.1	HmN_000792100.1	MCOS_0000815501-mRNA-1
OG0003510	EmuJ_000616700.1	HmN_000792200.1	MCOS_0000815601-mRNA-1
OG0003511	EmuJ_000616800.1	HmN_000792300.1	MCOS_0000247201-mRNA-1
OG0003512	EmuJ_000617100.1	HmN_000792700.1	MCOS_0000606301-mRNA-1
OG0003513	EmuJ_000617170.1	HmN_000792900.1	MCOS_0000606201-mRNA-1
OG0003514	EmuJ_000617300.1	HmN_000793000.1	MCOS_0000606001-mRNA-1
OG0003515	EmuJ_000619000.1	HmN_000815400.1	MCOS_0000605401-mRNA-1
OG0003516	EmuJ_000619100.1	HmN_002198000.1	MCOS_0000605301-mRNA-1
OG0003517	EmuJ_000619200.1	HmN_002286800.1	MCOS_0000040301-mRNA-1
OG0003518	EmuJ_000619300.1	HmN_002198100.1	MCOS_0000040201-mRNA-1
OG0003519	EmuJ_000619700.1	HmN_002198200.1	MCOS_0000040001-mRNA-1
OG0003520	EmuJ_000619800.1	HmN_002198300.1	MCOS_0000039901-mRNA-1
OG0003521	EmuJ_000619900.1	HmN_002198400.1	MCOS_0000039801-mRNA-1
OG0003522	EmuJ_000620000.1	HmN_002198500.1	MCOS_0001019101-mRNA-1
OG0003523	EmuJ_000620100.1	HmN_002198600.1	MCOS_0000539401-mRNA-1
OG0003524	EmuJ_000620200.1	HmN_000816300.1	MCOS_0000539501-mRNA-1
OG0003525	EmuJ_000620300.1	HmN_000816500.1	MCOS_0000539601-mRNA-1
OG0003526	EmuJ_000620600.1	HmN_000987200.1	MCOS_0000540001-mRNA-1
OG0003527	EmuJ_000620700.1	HmN_000816600.1	MCOS_0000540101-mRNA-1
OG0003528	EmuJ_000620800.1	HmN_000816650.1	MCOS_0000540201-mRNA-1
OG0003529	EmuJ_000621100.1	HmN_000816000.1	MCOS_0000540401-mRNA-1
OG0003530	EmuJ_000621500.1	HmN_002016800.1	MCOS_0000540701-mRNA-1
OG0003531	EmuJ_000621600.1	HmN_002197900.1	MCOS_0000540801-mRNA-1
OG0003532	EmuJ_000622200.1	HmN_000948400.1	MCOS_0000541101-mRNA-1
OG0003533	EmuJ_000622300.1	HmN_000889000.1	MCOS_0000541201-mRNA-1
OG0003534	EmuJ_000622800.1	HmN_000899000.1	MCOS_0000541701-mRNA-1
OG0003535	EmuJ_000622900.1	HmN_000898900.1	MCOS_0000408801-mRNA-1
OG0003536	EmuJ_000623000.1	HmN_000898700.1	MCOS_0000541601-mRNA-1
OG0003537	EmuJ_000623300.1	HmN_000662100.1	MCOS_0000241101-mRNA-1
OG0003538	EmuJ_000623400.1	HmN_000662200.1	MCOS_0000023801-mRNA-1
OG0003539	EmuJ_000624100.1	HmN_002192600.1	MCOS_0000023301-mRNA-1
OG0003540	EmuJ_000624300.1	HmN_000549900.1	MCOS_0000023201-mRNA-1
OG0003541	EmuJ_000624400.1	HmN_000550000.1	MCOS_0000023101-mRNA-1
OG0003542	EmuJ_000624500.1	HmN_000550100.1	MCOS_0000023001-mRNA-1
OG0003543	EmuJ_000624600.1	HmN_000550200.1	MCOS_0000033301-mRNA-1
OG0003544	EmuJ_000624800.1	HmN_000550300.1	MCOS_0000033201-mRNA-1
OG0003545	EmuJ_000624850.1	HmN_000550400.1	MCOS_0000033001-mRNA-1
OG0003546	EmuJ_000625100.1	HmN_000550600.1	MCOS_0000032801-mRNA-1
OG0003547	EmuJ_000625150.1	HmN_000550700.1	MCOS_0000032701-mRNA-1
OG0003548	EmuJ_000625400.1	HmN_000550800.1	MCOS_0000032601-mRNA-1
OG0003549	EmuJ_000625500.1	HmN_000550900.1	MCOS_0000032501-mRNA-1
OG0003550	EmuJ_000626000.1	HmN_002286000.1	MCOS_0000032301-mRNA-1
OG0003551	EmuJ_000626300.1	HmN_002192900.1	MCOS_0000032101-mRNA-1
OG0003552	EmuJ_000626400.1	HmN_002193000.1	MCOS_0000032001-mRNA-1
OG0003553	EmuJ_000626600.1	HmN_000252800.1	MCOS_0000642501-mRNA-1
OG0003554	EmuJ_000626800.1	HmN_000252700.1	MCOS_0000642401-mRNA-1
OG0003555	EmuJ_000627200.1	HmN_000144800.1	MCOS_0000113401-mRNA-1
OG0003556	EmuJ_000627300.1	HmN_000144700.1	MCOS_0000113301-mRNA-1
OG0003557	EmuJ_000627400.1	HmN_000144600.1	MCOS_0000113101-mRNA-1
OG0003558	EmuJ_000627700.1	HmN_000143700.1	MCOS_0000641801-mRNA-1
OG0003559	EmuJ_000627800.1	HmN_000143600.1	MCOS_0000641701-mRNA-1
OG0003560	EmuJ_000627900.1	HmN_000143400.1	MCOS_0000641601-mRNA-1
OG0003561	EmuJ_000628000.1	HmN_000143300.1	MCOS_0000641501-mRNA-1
OG0003562	EmuJ_000628300.1	HmN_000143000.1	MCOS_0000641301-mRNA-1
OG0003563	EmuJ_000628400.1	HmN_002286400.1	MCOS_0000575001-mRNA-1
OG0003564	EmuJ_000628500.1	HmN_000142900.1	MCOS_0000574901-mRNA-1
OG0003565	EmuJ_000628600.1	HmN_000142800.1	MCOS_0000574801-mRNA-1
OG0003566	EmuJ_000629300.1	HmN_000142500.1	MCOS_0000574201-mRNA-1
OG0003567	EmuJ_000629400.1	HmN_000142600.1	MCOS_0000574301-mRNA-1
OG0003568	EmuJ_000629500.1	HmN_002193200.1	MCOS_0000574101-mRNA-1
OG0003569	EmuJ_000629600.1	HmN_000955200.1	MCOS_0000574001-mRNA-1
OG0003570	EmuJ_000629800.1	HmN_002021600.1	MCOS_0000573901-mRNA-1
OG0003571	EmuJ_000629900.1	HmN_000049000.1	MCOS_0000607801-mRNA-1
OG0003572	EmuJ_000630000.1	HmN_000049100.1	MCOS_0000607901-mRNA-1
OG0003573	EmuJ_000630100.1	HmN_000049200.1	MCOS_0000608001-mRNA-1
OG0003574	EmuJ_000630200.1	HmN_000049300.1	MCOS_0001020701-mRNA-1
OG0003575	EmuJ_000630500.1	HmN_002021200.1	MCOS_0001020801-mRNA-1
OG0003576	EmuJ_000630600.1	HmN_002021300.1	MCOS_0000370101-mRNA-1
OG0003577	EmuJ_000630700.1	HmN_002021400.1	MCOS_0000573401-mRNA-1
OG0003578	EmuJ_000630800.1	HmN_000619400.1	MCOS_0000573601-mRNA-1
OG0003579	EmuJ_000630900.1	HmN_000619500.1	MCOS_0000573701-mRNA-1
OG0003580	EmuJ_000631100.1	HmN_000619600.1	MCOS_0000573801-mRNA-1
OG0003581	EmuJ_000631200.1	HmN_000048900.1	MCOS_0000607701-mRNA-1
OG0003582	EmuJ_000631300.1	HmN_000048800.1	MCOS_0000607601-mRNA-1
OG0003583	EmuJ_000631400.1	HmN_000048700.1	MCOS_0000607501-mRNA-1
OG0003584	EmuJ_000631500.1	HmN_000048600.1	MCOS_0000607301-mRNA-1
OG0003585	EmuJ_000631700.1	HmN_000048200.1	MCOS_0000607201-mRNA-1
OG0003586	EmuJ_000631800.1	HmN_000047900.1	MCOS_0000607101-mRNA-1
OG0003587	EmuJ_000631900.1	HmN_000047800.1	MCOS_0000607001-mRNA-1
OG0003588	EmuJ_000632100.1	HmN_000047700.1	MCOS_0000606901-mRNA-1
OG0003589	EmuJ_000632400.1	HmN_000047500.1	MCOS_0000606701-mRNA-1
OG0003590	EmuJ_000632510.1	HmN_000047400.1	MCOS_0000606601-mRNA-1
OG0003591	EmuJ_000632600.1	HmN_000476300.1	MCOS_0000700401-mRNA-1
OG0003592	EmuJ_000632700.1	HmN_000476400.1	MCOS_0000700301-mRNA-1
OG0003593	EmuJ_000632800.1	HmN_000476500.1	MCOS_0000700201-mRNA-1
OG0003594	EmuJ_000633100.1	HmN_000476600.1	MCOS_0000927701-mRNA-1
OG0003595	EmuJ_000633200.1	HmN_000476800.1	MCOS_0000998101-mRNA-1
OG0003596	EmuJ_000633300.1	HmN_000476900.1	MCOS_0000998201-mRNA-1
OG0003597	EmuJ_000633600.1	HmN_000477400.1	MCOS_0000929401-mRNA-1
OG0003598	EmuJ_000633700.1	HmN_000477500.1	MCOS_0000456301-mRNA-1
OG0003599	EmuJ_000634100.1	HmN_000477700.1	MCOS_0000429201-mRNA-1
OG0003600	EmuJ_000634200.1	HmN_000477900.1	MCOS_0001008101-mRNA-1
OG0003601	EmuJ_000634400.1	HmN_000478000.1	MCOS_0000388501-mRNA-1
OG0003602	EmuJ_000634500.1	HmN_000478100.1	MCOS_0000186901-mRNA-1
OG0003603	EmuJ_000634700.1	HmN_000478400.1	MCOS_0000187201-mRNA-1
OG0003604	EmuJ_000635400.1	HmN_000896500.1	MCOS_0000924201-mRNA-1
OG0003605	EmuJ_000636200.1	HmN_000319600.1	MCOS_0000311501-mRNA-1
OG0003606	EmuJ_000636300.1	HmN_000203500.1	MCOS_0000311401-mRNA-1
OG0003607	EmuJ_000636500.1	HmN_000319700.1	MCOS_0000390101-mRNA-1
OG0003608	EmuJ_000636800.1	HmN_000319900.1	MCOS_0000887801-mRNA-1
OG0003609	EmuJ_000636900.1	HmN_000319800.1	MCOS_0000887701-mRNA-1
OG0003610	EmuJ_000637000.1	HmN_002265500.1	MCOS_0000887601-mRNA-1
OG0003611	EmuJ_000637200.1	HmN_000720700.1	MCOS_0000367601-mRNA-1
OG0003612	EmuJ_000637300.1	HmN_000349200.1	MCOS_0001033801-mRNA-1
OG0003613	EmuJ_000637700.1	HmN_000349100.1	MCOS_0000996301-mRNA-1
OG0003614	EmuJ_000638000.1	HmN_000348800.1	MCOS_0000833101-mRNA-1
OG0003615	EmuJ_000638200.1	HmN_000348500.1	MCOS_0000833401-mRNA-1
OG0003616	EmuJ_000638700.1	HmN_000347900.1	MCOS_0000938501-mRNA-1
OG0003617	EmuJ_000638800.1	HmN_000347800.1	MCOS_0000938401-mRNA-1
OG0003618	EmuJ_000638900.1	HmN_000347700.1	MCOS_0000938301-mRNA-1
OG0003619	EmuJ_000639000.1	HmN_000347600.1	MCOS_0000938201-mRNA-1
OG0003620	EmuJ_000639400.1	HmN_000350400.1	MCOS_0000927901-mRNA-1
OG0003621	EmuJ_000639600.1	HmN_000350500.1	MCOS_0000927801-mRNA-1
OG0003622	EmuJ_000639700.1	HmN_000350600.1	MCOS_0000700101-mRNA-1
OG0003623	EmuJ_000639800.1	HmN_000830900.1	MCOS_0000700001-mRNA-1
OG0003624	EmuJ_000640000.1	HmN_000831100.1	MCOS_0001012801-mRNA-1
OG0003625	EmuJ_000640100.1	HmN_000831200.1	MCOS_0000416001-mRNA-1
OG0003626	EmuJ_000640400.1	HmN_000831400.1	MCOS_0000049501-mRNA-1
OG0003627	EmuJ_000640700.1	HmN_000831700.1	MCOS_0000049101-mRNA-1
OG0003628	EmuJ_000640800.1	HmN_000249400.1	MCOS_0000049001-mRNA-1
OG0003629	EmuJ_000641000.1	HmN_000249300.1	MCOS_0000048901-mRNA-1
OG0003630	EmuJ_000641300.1	HmN_000005600.1	MCOS_0000812601-mRNA-1
OG0003631	EmuJ_000641400.1	HmN_000005500.1	MCOS_0000812701-mRNA-1
OG0003632	EmuJ_000641500.1	HmN_000005300.1	MCOS_0000812801-mRNA-1
OG0003633	EmuJ_000641600.1	HmN_000005200.1	MCOS_0000812901-mRNA-1
OG0003634	EmuJ_000641900.1	HmN_000005100.1	MCOS_0000880501-mRNA-1
OG0003635	EmuJ_000642400.1	HmN_000381100.1	MCOS_0000880901-mRNA-1
OG0003636	EmuJ_000642500.1	HmN_000004750.1	MCOS_0000175901-mRNA-1
OG0003637	EmuJ_000642700.1	HmN_000004600.1	MCOS_0000176101-mRNA-1
OG0003638	EmuJ_000642900.1	HmN_000004500.1	MCOS_0000325001-mRNA-1
OG0003639	EmuJ_000643100.1	HmN_002195700.1	MCOS_0000181701-mRNA-1
OG0003640	EmuJ_000643200.1	HmN_000004300.1	MCOS_0000181801-mRNA-1
OG0003641	EmuJ_000643400.1	HmN_000004200.1	MCOS_0000110701-mRNA-1
OG0003642	EmuJ_000643450.1	HmN_000004100.1	MCOS_0000110601-mRNA-1
OG0003643	EmuJ_000643600.1	HmN_000003900.1	MCOS_0000110501-mRNA-1
OG0003644	EmuJ_000644000.1	HmN_000003600.1	MCOS_0000185101-mRNA-1
OG0003645	EmuJ_000644100.1	HmN_000003500.1	MCOS_0001009701-mRNA-1
OG0003646	EmuJ_000644200.1	HmN_000003400.1	MCOS_0000448701-mRNA-1
OG0003647	EmuJ_000644500.1	HmN_000003300.1	MCOS_0001023101-mRNA-1
OG0003648	EmuJ_000644600.1	HmN_000003200.1	MCOS_0000358001-mRNA-1
OG0003649	EmuJ_000644800.1	HmN_000002900.1	MCOS_0000214301-mRNA-1
OG0003650	EmuJ_000644850.1	HmN_000002700.1	MCOS_0000325801-mRNA-1
OG0003651	EmuJ_000644900.1	HmN_000002800.1	MCOS_0000214401-mRNA-1
OG0003652	EmuJ_000645000.1	HmN_000002600.1	MCOS_0000214201-mRNA-1
OG0003653	EmuJ_000645200.1	HmN_000381000.1	MCOS_0000214101-mRNA-1
OG0003654	EmuJ_000645300.1	HmN_000380900.1	MCOS_0000213901-mRNA-1
OG0003655	EmuJ_000645400.1	HmN_000380800.1	MCOS_0000213801-mRNA-1
OG0003656	EmuJ_000645600.1	HmN_000380600.1	MCOS_0000372801-mRNA-1
OG0003657	EmuJ_000645900.1	HmN_000380300.1	MCOS_0000127101-mRNA-1
OG0003658	EmuJ_000646000.1	HmN_000380200.1	MCOS_0000127201-mRNA-1
OG0003659	EmuJ_000646200.1	HmN_000784900.1	MCOS_0000127301-mRNA-1
OG0003660	EmuJ_000646300.1	HmN_000784800.1	MCOS_0000127401-mRNA-1
OG0003661	EmuJ_000646400.1	HmN_000784700.1	MCOS_0000127501-mRNA-1
OG0003662	EmuJ_000646600.1	HmN_002197400.1	MCOS_0000312801-mRNA-1
OG0003663	EmuJ_000646700.1	HmN_002197500.1	MCOS_0000455201-mRNA-1
OG0003664	EmuJ_000646800.1	HmN_002197600.1	MCOS_0000306201-mRNA-1
OG0003665	EmuJ_000650000.1	HmN_000157400.1	MCOS_0000568201-mRNA-1
OG0003666	EmuJ_000650100.1	HmN_000338200.1	MCOS_0000193101-mRNA-1
OG0003667	EmuJ_000651200.1	HmN_000529400.1	MCOS_0000923601-mRNA-1
OG0003668	EmuJ_000651800.1	HmN_000889300.1	MCOS_0000224901-mRNA-1
OG0003669	EmuJ_000651900.1	HmN_000249700.1	MCOS_0000225001-mRNA-1
OG0003670	EmuJ_000652000.1	HmN_000249800.1	MCOS_0000225201-mRNA-1
OG0003671	EmuJ_000652300.1	HmN_000848600.1	MCOS_0000917001-mRNA-1
OG0003672	EmuJ_000652550.1	HmN_000848500.1	MCOS_0000917101-mRNA-1
OG0003673	EmuJ_000652600.1	HmN_000848400.1	MCOS_0000917201-mRNA-1
OG0003674	EmuJ_000652800.1	HmN_000848900.1	MCOS_0000286201-mRNA-1
OG0003675	EmuJ_000653900.1	HmN_002036900.1	MCOS_0000966301-mRNA-1
OG0003676	EmuJ_000655100.1	HmN_002197700.1	MCOS_0000039501-mRNA-1
OG0003677	EmuJ_000655200.1	HmN_000948300.1	MCOS_0000055501-mRNA-1
OG0003678	EmuJ_000655300.1	HmN_000889100.1	MCOS_0000055401-mRNA-1
OG0003679	EmuJ_000655700.1	HmN_000371100.1	MCOS_0000039601-mRNA-1
OG0003680	EmuJ_000656000.1	HmN_000371000.1	MCOS_0000570801-mRNA-1
OG0003681	EmuJ_000656100.1	HmN_000370900.1	MCOS_0000570901-mRNA-1
OG0003682	EmuJ_000656200.1	HmN_000370700.1	MCOS_0000571101-mRNA-1
OG0003683	EmuJ_000656300.1	HmN_000370600.1	MCOS_0000571201-mRNA-1
OG0003684	EmuJ_000656400.1	HmN_000370500.1	MCOS_0000571301-mRNA-1
OG0003685	EmuJ_000656500.1	HmN_000370400.1	MCOS_0000571401-mRNA-1
OG0003686	EmuJ_000656610.1	HmN_000835400.1	MCOS_0000571501-mRNA-1
OG0003687	EmuJ_000656800.1	HmN_000835300.1	MCOS_0000571601-mRNA-1
OG0003688	EmuJ_000656900.1	HmN_000875900.1	MCOS_0000571701-mRNA-1
OG0003689	EmuJ_000657000.1	HmN_000875800.1	MCOS_0000571801-mRNA-1
OG0003690	EmuJ_000657100.1	HmN_000875700.1	MCOS_0000571901-mRNA-1
OG0003691	EmuJ_000657210.1	HmN_000705200.1	MCOS_0000066401-mRNA-1
OG0003692	EmuJ_000657710.1	HmN_000145600.1	MCOS_0000066801-mRNA-1
OG0003693	EmuJ_000658900.1	HmN_000704500.1	MCOS_0000006601-mRNA-1
OG0003694	EmuJ_000659050.1	HmN_002194200.1	MCOS_0000006901-mRNA-1
OG0003695	EmuJ_000659500.1	HmN_000704800.1	MCOS_0000346601-mRNA-1
OG0003696	EmuJ_000659700.1	HmN_000705000.1	MCOS_0000937601-mRNA-1
OG0003697	EmuJ_000659800.1	HmN_000705100.1	MCOS_0000407901-mRNA-1
OG0003698	EmuJ_000660100.1	HmN_000875600.1	MCOS_0000984401-mRNA-1
OG0003699	EmuJ_000660300.1	HmN_000875400.1	MCOS_0000984301-mRNA-1
OG0003700	EmuJ_000661400.1	HmN_000695500.1	MCOS_0000298801-mRNA-1
OG0003701	EmuJ_000661500.1	HmN_000695400.1	MCOS_0000263801-mRNA-1
OG0003702	EmuJ_000661600.1	HmN_000695300.1	MCOS_0000301601-mRNA-1
OG0003703	EmuJ_000662000.1	HmN_000366700.1	MCOS_0000708301-mRNA-1
OG0003704	EmuJ_000662500.1	HmN_000367100.1	MCOS_0000708201-mRNA-1
OG0003705	EmuJ_000663000.1	HmN_000859600.1	MCOS_0000708101-mRNA-1
OG0003706	EmuJ_000663100.1	HmN_002199300.1	MCOS_0000107601-mRNA-1
OG0003707	EmuJ_000663500.1	HmN_000367400.1	MCOS_0000423401-mRNA-1
OG0003708	EmuJ_000663800.1	HmN_002012400.1	MCOS_0000111401-mRNA-1
OG0003709	EmuJ_000664050.1	HmN_000912900.1	MCOS_0000881701-mRNA-1
OG0003710	EmuJ_000664100.1	HmN_002012300.1	MCOS_0000881501-mRNA-1
OG0003711	EmuJ_000664200.1	HmN_000696200.1	MCOS_0000035501-mRNA-1
OG0003712	EmuJ_000664500.1	HmN_002198900.1	MCOS_0000035201-mRNA-1
OG0003713	EmuJ_000664800.1	HmN_002267900.1	MCOS_0000035101-mRNA-1
OG0003714	EmuJ_000665000.1	HmN_000721100.1	MCOS_0000034901-mRNA-1
OG0003715	EmuJ_000665100.1	HmN_000721000.1	MCOS_0000034801-mRNA-1
OG0003716	EmuJ_000665200.1	HmN_000720900.1	MCOS_0000034701-mRNA-1
OG0003717	EmuJ_000665400.1	HmN_000720800.1	MCOS_0000034601-mRNA-1
OG0003718	EmuJ_000665500.1	HmN_000054900.1	MCOS_0000034501-mRNA-1
OG0003719	EmuJ_000665700.1	HmN_000696000.1	MCOS_0000897101-mRNA-1
OG0003720	EmuJ_000666500.1	HmN_000318800.1	MCOS_0000157001-mRNA-1
OG0003721	EmuJ_000666800.1	HmN_000498900.1	MCOS_0000157101-mRNA-1
OG0003722	EmuJ_000666850.1	HmN_000318900.1	MCOS_0000157201-mRNA-1
OG0003723	EmuJ_000667200.1	HmN_000319200.1	MCOS_0000659001-mRNA-1
OG0003724	EmuJ_000667300.1	HmN_000667500.1	MCOS_0000658901-mRNA-1
OG0003725	EmuJ_000667400.1	HmN_000319100.1	MCOS_0000391501-mRNA-1
OG0003726	EmuJ_000667500.1	HmN_000319000.1	MCOS_0000658701-mRNA-1
OG0003727	EmuJ_000667900.1		MCOS_0000091901-mRNA-1, MCOS_0000658601-mRNA-1
OG0003728	EmuJ_000668100.1	HmN_000948600.1	MCOS_0000658401-mRNA-1
OG0003729	EmuJ_000668500.1	HmN_000367500.1	MCOS_0000658101-mRNA-1
OG0003730	EmuJ_000668600.1	HmN_000367600.1	MCOS_0000790901-mRNA-1
OG0003731	EmuJ_000668800.1	HmN_000721500.1	MCOS_0000790801-mRNA-1
OG0003732	EmuJ_000668900.1	HmN_000721400.1	MCOS_0000790201-mRNA-1
OG0003733	EmuJ_000669000.1	HmN_002232800.1	MCOS_0000271801-mRNA-1
OG0003734	EmuJ_000670000.1	HmN_000250900.1	MCOS_0000813001-mRNA-1
OG0003735	EmuJ_000670100.1	HmN_000251100.1	MCOS_0000813101-mRNA-1
OG0003736	EmuJ_000670400.1	HmN_000250700.1	MCOS_0000602701-mRNA-1
OG0003737	EmuJ_000670500.1	HmN_000250600.1	MCOS_0000602801-mRNA-1
OG0003738	EmuJ_000670800.1	HmN_000250500.1	MCOS_0000603201-mRNA-1
OG0003739	EmuJ_000670900.1	HmN_000250300.1	MCOS_0000603401-mRNA-1
OG0003740	EmuJ_000671000.1	HmN_000250200.1	MCOS_0000603501-mRNA-1
OG0003741	EmuJ_000671100.1	HmN_000250100.1	MCOS_0000603601-mRNA-1
OG0003742	EmuJ_000671300.1	HmN_000250000.1	MCOS_0000813501-mRNA-1
OG0003743	EmuJ_000671500.1	HmN_000249900.1	MCOS_0000813401-mRNA-1
OG0003744	EmuJ_000671600.1, EmuJ_000671800.1		MCOS_0000899701-mRNA-1
OG0003745	EmuJ_000672400.1	HmN_000138600.1	MCOS_0000740901-mRNA-1
OG0003746	EmuJ_000672500.1	HmN_000138700.1	MCOS_0000741001-mRNA-1
OG0003747	EmuJ_000672600.1	HmN_000138800.1	MCOS_0000741201-mRNA-1
OG0003748	EmuJ_000672700.1	HmN_000138900.1	MCOS_0000741301-mRNA-1
OG0003749	EmuJ_000672800.1	HmN_000139000.1	MCOS_0000241801-mRNA-1
OG0003750	EmuJ_000672900.1	HmN_000139100.1	MCOS_0000091501-mRNA-1
OG0003751	EmuJ_000673000.1	HmN_000139200.1	MCOS_0000091601-mRNA-1
OG0003752	EmuJ_000673100.1	HmN_000139300.1	MCOS_0000091701-mRNA-1
OG0003753	EmuJ_000673400.1	HmN_000139500.1	MCOS_0000092001-mRNA-1
OG0003754	EmuJ_000673800.1	HmN_000139900.1	MCOS_0000205001-mRNA-1
OG0003755	EmuJ_000674100.1	HmN_000140000.1	MCOS_0000204901-mRNA-1
OG0003756	EmuJ_000674200.1	HmN_000140100.1	MCOS_0000181301-mRNA-1
OG0003757	EmuJ_000674500.1	HmN_000046400.1	MCOS_0000181101-mRNA-1
OG0003758	EmuJ_000674600.1	HmN_000046600.1	MCOS_0000181001-mRNA-1
OG0003759	EmuJ_000674700.1	HmN_000046700.1	MCOS_0000180901-mRNA-1
OG0003760	EmuJ_000674800.1	HmN_000046800.1	MCOS_0000180801-mRNA-1
OG0003761	EmuJ_000675300.1	HmN_000047100.1	MCOS_0000407801-mRNA-1
OG0003762	EmuJ_000675500.1	HmN_000047200.1	MCOS_0000689301-mRNA-1
OG0003763	EmuJ_000675600.1	HmN_000476200.1	MCOS_0000689401-mRNA-1
OG0003764	EmuJ_000675700.1	HmN_000476100.1	MCOS_0000689501-mRNA-1
OG0003765	EmuJ_000675800.1	HmN_000476000.1	MCOS_0000689801-mRNA-1
OG0003766	EmuJ_000675900.1	HmN_000475900.1	MCOS_0000690001-mRNA-1
OG0003767	EmuJ_000676000.1	HmN_000475800.1	MCOS_0000690101-mRNA-1
OG0003768	EmuJ_000676600.1	HmN_000475300.1	MCOS_0000690501-mRNA-1
OG0003769	EmuJ_000676700.1	HmN_000475000.1	MCOS_0000690601-mRNA-1
OG0003770	EmuJ_000677200.1	HmN_000251900.1	MCOS_0000145001-mRNA-1
OG0003771	EmuJ_000677300.1	HmN_000251800.1	MCOS_0000144901-mRNA-1
OG0003772	EmuJ_000677500.1	HmN_000251700.1	MCOS_0000144601-mRNA-1
OG0003773	EmuJ_000677600.1	HmN_000413400.1	MCOS_0000144501-mRNA-1
OG0003774	EmuJ_000677700.1	HmN_000413300.1	MCOS_0000837401-mRNA-1
OG0003775	EmuJ_000677800.1	HmN_000413200.1	MCOS_0000837301-mRNA-1
OG0003776	EmuJ_000677850.1	HmN_000413100.1	MCOS_0000837201-mRNA-1
OG0003777	EmuJ_000677910.1	HmN_000413000.1	MCOS_0000837101-mRNA-1
OG0003778	EmuJ_000678000.1	HmN_000412900.1	MCOS_0000837001-mRNA-1
OG0003779	EmuJ_000678100.1	HmN_000129600.1	MCOS_0000836901-mRNA-1
